2026-02-22 18:23:41.396 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.utils.logger:setup_logger:41 — Logger initialized for run_id=f7926219-3340-4f75-affe-ca4f3c773038
2026-02-22 18:23:41.397 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.orchestrator.graph:run_healing_pipeline:185 — ======================================================================
2026-02-22 18:23:41.397 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.orchestrator.graph:run_healing_pipeline:186 — 🚀 CI/CD Healing Intelligence Core — STARTING
2026-02-22 18:23:41.397 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.orchestrator.graph:run_healing_pipeline:187 — ======================================================================
2026-02-22 18:23:41.408 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.cicd_feedback_agent:run:68 — [CICDFeedbackAgent] No CI logs provided, skipping
2026-02-22 18:23:41.408 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.repo_analyzer_agent:run:84 — [RepoAnalyzerAgent] Scanning repo: /home/runner/work/RIFTFINAL/RIFTFINAL/workspace/f7926219-3340-4f75-affe-ca4f3c773038
2026-02-22 18:23:41.410 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.repo_analyzer_agent:run:90 — [RepoAnalyzerAgent] Detected language=PYTHON, test_tool=pytest
2026-02-22 18:23:41.411 | WARNING  | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.utils.ast_parser:parse_file:74 — [ASTParser] SyntaxError in /home/runner/work/RIFTFINAL/RIFTFINAL/workspace/f7926219-3340-4f75-affe-ca4f3c773038/demo.py:1 — expected ':'
2026-02-22 18:23:41.411 | SUCCESS  | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.repo_analyzer_agent:run:130 — [RepoAnalyzerAgent] Done in 0.00s — Python: 1 src, 0 tests, 0 configs
2026-02-22 18:23:41.412 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.test_runner_agent:run:72 — [TestRunnerAgent] Running tests — language=PYTHON, tool=pytest
2026-02-22 18:23:41.412 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.test_runner_agent:_execute_pytest:131 — [TestRunnerAgent] Running pytest in /home/runner/work/RIFTFINAL/RIFTFINAL/workspace/f7926219-3340-4f75-affe-ca4f3c773038
2026-02-22 18:23:44.499 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.test_runner_agent:run:104 — [TestRunnerAgent] Done in 3.09s | exit=5 pass=0 fail=0
2026-02-22 18:23:44.501 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.failure_classifier_agent:run:166 — [FailureClassifierAgent] Classifying failures...
2026-02-22 18:23:44.501 | WARNING  | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.utils.ast_parser:parse_file:74 — [ASTParser] SyntaxError in /home/runner/work/RIFTFINAL/RIFTFINAL/workspace/f7926219-3340-4f75-affe-ca4f3c773038/demo.py:1 — expected ':'
2026-02-22 18:23:44.502 | WARNING  | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.utils.ast_parser:parse_file:74 — [ASTParser] SyntaxError in /home/runner/work/RIFTFINAL/RIFTFINAL/workspace/f7926219-3340-4f75-affe-ca4f3c773038/demo.py:1 — expected ':'
2026-02-22 18:23:44.502 | WARNING  | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.utils.ast_parser:parse_file:74 — [ASTParser] SyntaxError in /home/runner/work/RIFTFINAL/RIFTFINAL/workspace/f7926219-3340-4f75-affe-ca4f3c773038/demo.py:1 — expected ':'
2026-02-22 18:23:44.503 | WARNING  | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.utils.ast_parser:parse_file:74 — [ASTParser] SyntaxError in /home/runner/work/RIFTFINAL/RIFTFINAL/workspace/f7926219-3340-4f75-affe-ca4f3c773038/demo.py:1 — expected ':'
2026-02-22 18:23:44.503 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.failure_classifier_agent:run:195 — [FailureClassifierAgent] Running proactive LLM bug scan...
2026-02-22 18:23:44.977 | SUCCESS  | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.failure_classifier_agent:run:216 — [FailureClassifierAgent] 1 failures classified in 0.48s
2026-02-22 18:23:44.978 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.root_cause_agent:run:56 — [RootCauseAgent] Analyzing 1 failures...
2026-02-22 18:23:44.978 | WARNING  | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.root_cause_agent:run:63 — [RootCauseAgent] LLM unavailable (GEMINI_API_KEY not set. Get a free key at: https://aistudio.google.com/apikey) — using static analysis only
2026-02-22 18:23:44.978 | DEBUG    | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.root_cause_agent:_analyze_static:209 — [RootCauseAgent] Static root cause: /home/runner/work/RIFTFINAL/RIFTFINAL/workspace/f7926219-3340-4f75-affe-ca4f3c773038/demo.py:1
2026-02-22 18:23:44.978 | SUCCESS  | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.root_cause_agent:run:121 — [RootCauseAgent] Done in 0.00s
2026-02-22 18:23:44.979 | WARNING  | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.patch_generator_agent:__init__:85 — [PatchGeneratorAgent] LLM init failed: GEMINI_API_KEY not set. Get a free key at: https://aistudio.google.com/apikey — fallback mode
2026-02-22 18:23:44.979 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.patch_generator_agent:run:102 — [PatchGeneratorAgent] Generating patches for 1 failures...
2026-02-22 18:23:44.981 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.patch_generator_agent:_fallback_patch:371 — [PatchGeneratorAgent] ⚙️  Fallback rule patch applied to demo.py
2026-02-22 18:23:44.982 | SUCCESS  | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.patch_generator_agent:run:155 — [PatchGeneratorAgent] 1 patches generated in 0.00s (workers=1)
2026-02-22 18:23:44.982 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.validation_agent:run:48 — [ValidationAgent] Validating 1 patches...
2026-02-22 18:23:44.983 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.test_runner_agent:_execute_pytest:131 — [TestRunnerAgent] Running pytest in /home/runner/work/RIFTFINAL/RIFTFINAL/workspace/f7926219-3340-4f75-affe-ca4f3c773038
2026-02-22 18:23:47.767 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.validation_agent:_validate_patch:137 — [ValidationAgent] No test suite — accepting patch if syntax clean
2026-02-22 18:23:47.768 | SUCCESS  | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.validation_agent:run:97 — [ValidationAgent] ✅ Patch 065ea690 ACCEPTED — fixed 1 tests
2026-02-22 18:23:47.768 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.validation_agent:run:120 — [ValidationAgent] Done in 2.79s — 1/1 patches accepted
2026-02-22 18:23:47.769 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.commit_optimizer_agent:run:42 — [CommitOptimizerAgent] Committing 1 fixes...
2026-02-22 18:23:47.774 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.commit_optimizer_agent:_ensure_branch:106 — [CommitOptimizerAgent] Created branch: ROHIT_RIFT_AI_FIX
2026-02-22 18:23:47.779 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.commit_optimizer_agent:_group_and_commit:160 — [CommitOptimizerAgent] Committed 04b07025 — SYNTAX (1 files)
2026-02-22 18:23:47.782 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.commit_optimizer_agent:_push_to_remote:185 — [CommitOptimizerAgent] Pushing branch ROHIT_RIFT_AI_FIX to origin...
2026-02-22 18:23:48.125 | ERROR    | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.commit_optimizer_agent:_push_to_remote:202 — [CommitOptimizerAgent] Push failed: Cmd('git') failed due to: exit code(128)
  cmdline: git push --porcelain --force -- origin ROHIT_RIFT_AI_FIX:ROHIT_RIFT_AI_FIX
  stderr: 'fatal: Authentication failed for 'https://github.com/rohits-18/RIFT2/''
2026-02-22 18:23:48.125 | SUCCESS  | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.commit_optimizer_agent:run:88 — [CommitOptimizerAgent] 1 commits created in 0.36s
2026-02-22 18:23:48.126 | SUCCESS  | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.orchestrator.graph:should_continue:80 — [Orchestrator] All failures resolved — converging ✅
2026-02-22 18:23:48.126 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.scoring_agent:run:39 — [ScoringAgent] Computing final score...
2026-02-22 18:23:48.127 | SUCCESS  | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.agents.scoring_agent:run:71 — [ScoringAgent] Score=110.00 | fixes=1 | efficiency=1.00 | regressions_penalty=0.0
2026-02-22 18:23:48.127 | INFO     | run=f7926219-3340-4f75-affe-ca4f3c773038 | backend.orchestrator.graph:run_healing_pipeline:235 — 🏁 Pipeline complete. Status: SUCCESS
